,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
0,Shot Chart Detail,0021600026,91,204456,T.J. McConnell,1610612755,Philadelphia 76ers,1,2,6,Made Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,10,23,1,1,20161029,PHI,ATL
1,Shot Chart Detail,0021600026,98,204456,T.J. McConnell,1610612755,Philadelphia 76ers,1,1,14,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,27,121,1,1,20161029,PHI,ATL
2,Shot Chart Detail,0021600026,133,204456,T.J. McConnell,1610612755,Philadelphia 76ers,2,11,12,Missed Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-63,2,1,0,20161029,PHI,ATL
3,Shot Chart Detail,0021600026,378,204456,T.J. McConnell,1610612755,Philadelphia 76ers,3,2,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,32,249,1,0,20161029,PHI,ATL
4,Shot Chart Detail,0021600026,520,204456,T.J. McConnell,1610612755,Philadelphia 76ers,4,0,14,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,146,28,1,0,20161029,PHI,ATL
5,Shot Chart Detail,0021600046,75,204456,T.J. McConnell,1610612755,Philadelphia 76ers,1,4,23,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,-10,1,1,20161101,PHI,ORL
6,Shot Chart Detail,0021600046,340,204456,T.J. McConnell,1610612755,Philadelphia 76ers,3,3,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,128,219,1,0,20161101,PHI,ORL
7,Shot Chart Detail,0021600046,345,204456,T.J. McConnell,1610612755,Philadelphia 76ers,3,2,27,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,17,120,1,0,20161101,PHI,ORL
8,Shot Chart Detail,0021600056,91,204456,T.J. McConnell,1610612755,Philadelphia 76ers,1,3,17,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,16,1,0,20161102,CHA,PHI
9,Shot Chart Detail,0021600056,127,204456,T.J. McConnell,1610612755,Philadelphia 76ers,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,155,259,1,0,20161102,CHA,PHI
10,Shot Chart Detail,0021600056,344,204456,T.J. McConnell,1610612755,Philadelphia 76ers,3,6,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,132,121,1,0,20161102,CHA,PHI
11,Shot Chart Detail,0021600056,370,204456,T.J. McConnell,1610612755,Philadelphia 76ers,3,3,16,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,2,1,1,20161102,CHA,PHI
12,Shot Chart Detail,0021600056,386,204456,T.J. McConnell,1610612755,Philadelphia 76ers,3,1,49,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,-1,1,1,20161102,CHA,PHI
13,Shot Chart Detail,0021600056,393,204456,T.J. McConnell,1610612755,Philadelphia 76ers,3,1,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-129,223,1,0,20161102,CHA,PHI
14,Shot Chart Detail,0021600056,493,204456,T.J. McConnell,1610612755,Philadelphia 76ers,4,4,2,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,1,85,1,0,20161102,CHA,PHI
15,Shot Chart Detail,0021600080,96,204456,T.J. McConnell,1610612755,Philadelphia 76ers,1,4,39,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-71,26,1,0,20161105,PHI,CLE
16,Shot Chart Detail,0021600080,89,204456,T.J. McConnell,1610612755,Philadelphia 76ers,1,3,9,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,105,-34,1,1,20161105,PHI,CLE
17,Shot Chart Detail,0021600080,164,204456,T.J. McConnell,1610612755,Philadelphia 76ers,2,9,39,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-27,164,1,1,20161105,PHI,CLE
18,Shot Chart Detail,0021600080,414,204456,T.J. McConnell,1610612755,Philadelphia 76ers,4,11,30,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-142,95,1,1,20161105,PHI,CLE
19,Shot Chart Detail,0021600080,448,204456,T.J. McConnell,1610612755,Philadelphia 76ers,4,7,25,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,163,43,1,0,20161105,PHI,CLE
20,Shot Chart Detail,0021600093,97,204456,T.J. McConnell,1610612755,Philadelphia 76ers,1,3,49,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,61,2,1,0,20161107,PHI,UTA
21,Shot Chart Detail,0021600093,126,204456,T.J. McConnell,1610612755,Philadelphia 76ers,1,1,44,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,71,131,1,0,20161107,PHI,UTA
22,Shot Chart Detail,0021600110,77,204456,T.J. McConnell,1610612755,Philadelphia 76ers,1,3,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,194,190,1,0,20161109,IND,PHI
23,Shot Chart Detail,0021600110,113,204456,T.J. McConnell,1610612755,Philadelphia 76ers,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,61,169,591,1,0,20161109,IND,PHI
24,Shot Chart Detail,0021600110,156,204456,T.J. McConnell,1610612755,Philadelphia 76ers,2,8,13,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,28,193,1,1,20161109,IND,PHI
25,Shot Chart Detail,0021600110,170,204456,T.J. McConnell,1610612755,Philadelphia 76ers,2,7,31,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,3,1,1,20161109,IND,PHI
26,Shot Chart Detail,0021600110,184,204456,T.J. McConnell,1610612755,Philadelphia 76ers,2,6,11,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,225,75,1,0,20161109,IND,PHI
27,Shot Chart Detail,0021600110,344,204456,T.J. McConnell,1610612755,Philadelphia 76ers,3,2,33,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,0,1,1,20161109,IND,PHI
28,Shot Chart Detail,0021600110,437,204456,T.J. McConnell,1610612755,Philadelphia 76ers,4,3,32,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,37,26,1,1,20161109,IND,PHI
29,Shot Chart Detail,0021600121,101,204456,T.J. McConnell,1610612755,Philadelphia 76ers,1,2,9,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,91,-26,1,0,20161111,PHI,IND
